Cap_do,Cap_up
"0,088","0,1808"
"0,075","0,0904"
"0,1344","0,0904"
"0,0472","0,1356"
"0,0884","0,1808"
"0,0948","0,0904"
"0,135","0,113"
"0,2065","0,1582"
"0,298","0,4644"
"0,3864","0,2492"
"0,1923","0,0529"
"0,3731","0,0567"
"0,1638","0,5409"
"0,1266","0,5922"
"0,3141","0,6144"
"0,0252","0,3464"
"0,0492","0,5196"
"0,1415","0,442"
"0,1338","0,0884"
"0,255","0,5304"
"0,2096","0,844"
"0,2997","0,847"
"0,0376","0,0226"
"0,215","0,1582"
"0,0436","0,1582"
"0,0638","0,0452"
"0,2064","0,0226"
"0,0684","0,113"
"0,2142","0,0226"
"0,03","0,0904"
"0,0536","0,0452"
"0,1904","0,0452"
"0,1065","0,1398"
"0,0301","0,0972"
"0,142","0,1644"
"0,2312","0,368"
"0,418","0,2529"
"0,228","0,0903"
"0,0648","0,083"
"0,0276","0,3059"
"0,204","0,455"
"0,1785","0,0952"
"0,237","0,2465"
"0,192","0,412"
"0,2093","0,247"
"0,023","0,4446"
"0,2488","0,1808"
"0,1673","0,0452"
"0,279","0,0904"
"0,1632","0,1808"
"0,2044","0,1582"
"0,03","0,226"
"0,0952","0,226"
"0,1526","0,2034"
"0,1624","0,226"
"0,0669","0,2034"
"0,2766","1,1052"
"0,4779","0,9312"
"0,333","0,5112"
"0,0678","0,7764"
"0,1824","0,8631"
"0,3234","0,3456"
"0,656","0,1057"
"0,2282","0,1268"
"0,0952","1,2735"
"0,114","1,2249"
"0,2872","0,2672"
"0,1235","1,398"
"0,224","0,8544"
"0,1589","0,5696"
"0,1444","0,0904"
"0,2115","0,1356"
"0,1076","0,0904"
"0,0277","0,0226"
"0,1356","0,0452"
"0,03","0,2034"
"0,119","0,0226"
"0,12","0,113"
"0,2304","0,0904"
"0,1308","0,226"
"0,0394","0,739"
"0,3423","0,0741"
"0,341","0,286"
"0,2176","0,4508"
"0,5229","0,5319"
"0,4446","0,0632"
"0,294","0,78"
"0,1694","0,6216"
"0,0482","0,5328"
"0,2547","0,8019"
"0,1743","0,1782"
"0,224","0,917"
"0,223","0,1876"
"0,0236","0,8442"
"0,266","0,0678"
"0,231","0,1356"
"0,144","0,113"
"0,2152","0,1808"
"0,0789","0,1582"
"0,0323","0,113"
"0,2416","0,226"
"0,1076","0,0226"
"0,276","0,113"
"0,398","0,1582"
"0,383","0,4824"
"0,3094","0,3608"
"0,3353","0,534"
"0,23","0,2352"
"0,2808","0,396"
"0,1902","0,5112"
"0,2016","0,496"
"0,1355","0,3195"
"0,2624","0,1932"
"0,2007","0,1328"
"0,15","0,4104"
"0,1968","0,6003"
"0,27","0,552"
"0,2916","0,2456"
"0,2625","0,1356"
"0,0458","0,113"
"0,1971","0,226"
"0,0508","0,1582"
"0,1204","0,1356"
"0,2608","0,226"
"0,108","0,1582"
"0,0976","0,2034"
"0,2412","0,0452"
"0,318","0,113"
"0,062","0,287"
"0,2367","0,3861"
"0,0832","0,3069"
"0,0776","0,219"
"0,0266","0,3164"
"0,225","0,236"
"0,114","0,0448"
"0,2264","0,3584"
"0,1836","0,1479"
"0,1936","0,3451"
"0,1785","0,1796"
"0,1152","0,0449"
"0,1722","0,0898"
"0,0702","0,493"
"0,1545","0,2034"
"0,2061","0,1808"
"0,2592","0,1582"
"0,2286","0,113"
"0,266","0,2034"
"0,1744","0,0226"
"0,1175","0,2034"
"0,0956","0,0678"
"0,145","0,113"
"0,2205","0,226"
"0,182","0,544"
"0,3675","0,583"
"0,1767","0,619"
"0,164","0,2187"
"0,2862","0,539"
"0,0596","0,1684"
"0,2736","0,5908"
"0,1412","0,4812"
"0,309","0,353"
"0,228","0,6741"
"0,1776","0,3664"
"0,1015","0,3744"
"0,1205","0,2808"
"0,126","0,5358"
"0,3294","0,0678"
"0,1302","0,226"
"0,2272","0,1808"
"0,224","0,113"
"0,1045","0,1356"
"0,155","0,0452"
"0,1605","0,0226"
"0,154","0,1808"
"0,0362","0,0226"
"0,3157","0,1356"
"0,3112","0,5572"
"0,575","0,0678"
"0,469","0,5823"
"0,1912","0,1468"
"0,2954","0,518"
"0,2754","0,4764"
"0,2178","0,1594"
"0,0729","0,0874"
"0,0582","0,7448"
"0,1084","0,3724"
"0,0726","0,474"
"0,0268","0,461"
"0,0628","0,7032"
"0,0532","0,452"
"0,2016","0,0226"
"0,1392","0,0678"
"0,0237","0,0904"
"0,2156","0,113"
"0,0313","0,0226"
"0,2367","0,0678"
"0,138","0,0452"
"0,0228","0,113"
"0,027","0,0452"
"0,1812","0,0678"
"0,1608","0,2768"
"0,0452","0,5346"
"0,373","0,3396"
"0,1263","0,618"
"0,3208","0,3724"
"0,0784","0,4432"
"0,3136","0,2004"
"0,372","0,5264"
"0,1512","0,5864"
"0,1265","0,6597"
"0,1782","0,4302"
"0,2184","0,5019"
"0,0825","0,4872"
"0,232","0,5416"
"0,2154","0,0904"
"0,117","0,226"
"0,2118","0,0226"
"0,033","0,1356"
"0,0987","0,226"
"0,272","0,1582"
"0,0916","0,2034"
"0,216","0,113"
"0,123","0,113"
"0,199","0,1356"
"0,384","0,2436"
"0,3376","0,2424"
"0,049","0,6096"
"0,396","0,1674"
"0,1944","0,0913"
"0,25","0,9306"
"0,0783","0,4136"
"0,1408","0,188"
"0,3112","0,8712"
"0,28","0,3198"
"0,1415","1,045"
"0,1554","0,1045"
"0,25","0,5225"
"0,0708","0,2044"
"0,308","0,1356"
"0,0228","0,0678"
"0,257","0,0226"
"0,1824","0,0904"
"0,2842","0,2034"
"0,2585","0,2034"
"0,164","0,0226"
"0,2023","0,1356"
"0,0536","0,113"
"0,0216","0,0904"
"0,1806","1,001"
"0,39","0,0866"
"0,1488","0,2622"
"0,2202","0,5274"
"0,318","0,4218"
"0,52","0,684"
"0,12","0,2427"
"0,0548","0,2271"
"0,137","0,6984"
"0,2176","0,3956"
"0,3114","0,686"
"0,1652","0,196"
"0,0281","0,2925"
"0,075","0,6825"
"0,1255","0,2034"
"0,0438","0,0904"
"0,0294","0,0226"
"0,0822","0,0678"
"0,184","0,1356"
"0,2646","0,1582"
"0,0453","0,1356"
"0,25","0,226"
"0,283","0,2034"
"0,1908","0,2034"
"0,246","0,1698"
"0,0404","0,148"
"0,454","0,4404"
"0,3069","0,4686"
"0,2664","0,1594"
"0,3626","0,305"
"0,4212","0,0638"
"0,0948","0,7254"
"0,0906","0,6584"
"0,1084","0,4235"
"0,1445","0,5406"
"0,2259","0,6307"
"0,1188","0,261"
"0,0606","0,89"
"0,1589","0,0226"
"0,233","0,1356"
"0,0454","0,1808"
"0,2296","0,113"
"0,2475","0,2034"
"0,056","0,2034"
"0,1883","0,0904"
"0,1673","0,0678"
"0,0214","0,0904"
"0,0771","0,0226"
"0,0636","0,3843"
"0,1244","0,2442"
"0,281","0,2674"
"0,053","0,243"
"0,0249","0,1708"
"0,1695","0,0357"
"0,207","0,2191"
"0,3861","0,1953"
"0,099","0,2114"
"0,0538","0,18"
"0,257","0,225"
"0,1326","0,135"
"0,0928","0,376"
"0,231","0,47"
"0,0582","0,0904"
"0,1989","0,113"
"0,296","0,0452"
"0,1722","0,113"
"0,3456","0,2034"
"0,0948","0,0452"
"0,144","0,0678"
"0,2358","0,0678"
"0,388","0,0226"
"0,0493","0,1582"
"0,2569","0,2196"
"0,0807","0,2526"
"0,024","0,5172"
"0,082","0,0907"
"0,057","0,2613"
"0,1292","0,6408"
"0,0638","0,6216"
"0,323","0,1522"
"0,143","0,504"
"0,1816","0,907"
"0,1336","0,7686"
"0,0514","0,854"
"0,0771","0,2586"
"0,1585","0,6034"
"0,2552","0,0678"
"0,1752","0,1808"
"0,236","0,0904"
"0,1855","0,0678"
"0,2296","0,1582"
"0,2628","0,226"
"0,264","0,2034"
"0,323","0,1356"
"0,1855","0,1808"
"0,2385","0,0452"
"0,1715","0,3936"
"0,2272","0,1378"
"0,0411","0,5346"
"0,1128","0,4064"
"0,0463","0,0499"
"0,2285","0,521"
"0,2002","0,5508"
"0,0711","0,4942"
"0,1428","0,511"
"0,2136","0,4963"
"0,152","0,408"
"0,1645","0,4746"
"0,0888","0,1356"
"0,2656","0,5409"
"0,0572","0,0226"
"0,1452","0,0452"
"0,212","0,1582"
"0,0972","0,1582"
"0,1518","0,1808"
"0,0208","0,2034"
"0,1554","0,2034"
"0,216","0,1356"
"0,0788","0,0226"
"0,3528","0,0904"
"0,1228","0,3744"
"0,2529","0,3365"
"0,441","0,3078"
"0,4336","0,3968"
"0,1655","0,06"
"0,2989","0,0616"
"0,167","0,5751"
"0,0287","0,0656"
"0,1981","0,1202"
"0,422","0,4536"
"0,184","0,3888"
"0,1512","0,2984"
"0,0932","0,2984"
"0,0948","0,1492"
"0,0945","0,1356"
"0,112","0,0452"
"0,1356","0,0226"
"0,0748","0,2034"
"0,0289","0,0904"
"0,1392","0,226"
"0,136","0,226"
"0,1848","0,0904"
"0,0956","0,2034"
"0,1505","0,0452"
"0,058","0,5568"
"0,2295","0,5568"
"0,231","0,5901"
"0,309","0,7398"
"0,3519","0,4968"
"0,3762","0,3276"
"0,3936","0,1284"
"0,0251","0,0894"
"0,175","0,3604"
"0,1062","0,3684"
"0,0894","0,0901"
"0,1365","0,6608"
"0,316","0,8064"
"0,1056","0,861"
"0,3798","0,1582"
"0,1989","0,0678"
"0,0265","0,1808"
"0,0492","0,2034"
"0,2534","0,1582"
"0,1848","0,1582"
"0,0988","0,0452"
"0,297","0,0452"
"0,1224","0,113"
"0,0266","0,0904"
"0,3483","0,171"
"0,599","0,2253"
"0,249","0,0777"
"0,0684","0,752"
"0,0886","0,4935"
"0,073","0,699"
"0,1845","0,847"
"0,2313","0,5514"
"0,256","0,564"
"0,0242","0,8667"
"0,1375","0,0943"
"0,136","0,864"
"0,2907","0,2685"
"0,0343","0,5184"
"0,0822","0,0226"
"0,0912","0,0226"
"0,0357","0,2034"
"0,0792","0,113"
"0,0656","0,0226"
"0,1869","0,1582"
"0,284","0,0904"
"0,0291","0,0678"
"0,1722","0,1356"
"0,1089","0,226"
"0,217","0,0613"
"0,187","0,343"
"0,4","0,49"
"0,0287","0,4448"
"0,123","0,3731"
"0,1915","0,102"
"0,2048","0,3834"
"0,0307","0,1306"
"0,2358","0,5224"
"0,0452","0,0653"
"0,023","0,4571"
"0,245","0,6138"
"0,144","0,604"
"0,1368","0,553"
"0,0306","0,113"
"0,049","0,0904"
"0,0214","0,2034"
"0,1785","0,2034"
"0,074","0,0226"
"0,15","0,0904"
"0,21","0,2034"
"0,0798","0,1356"
"0,2093","0,226"
"0,2492","0,0452"
"0,314","0,3084"
"0,3879","0,156"
"0,0307","0,25"
"0,203","0,0523"
"0,1684","0,1836"
"0,1155","0,1377"
"0,0762","0,1275"
"0,1855","0,4194"
"0,0462","0,2815"
"0,1832","0,4664"
"0,1045","0,5247"
"0,1912","0,4664"
"0,2601","0,0511"
"0,1386","0,188"
"0,3256","0,113"
"0,0884","0,1808"
"0,1392","0,0452"
"0,244","0,0904"
"0,1076","0,0226"
"0,2286","0,1356"
"0,1816","0,0226"
"0,1338","0,0904"
"0,1962","0,1356"
"0,0936","0,2034"
"0,2107","0,364"
"0,0302","0,3582"
"0,2432","0,2338"
"0,0339","0,2485"
"0,2808","0,1758"
"0,0942","0,0314"
"0,295","0,3132"
"0,233","0,1104"
"0,261","0,3753"
"0,0976","0,2085"
"0,1694","0,0417"
"0,256","0,0388"
"0,053","0,386"
"0,0472","0,0394"
"0,1495","0,1356"
"0,0225","0,1356"
"0,264","0,1356"
"0,236","0,1582"
"0,162","0,2034"
"0,2758","0,0452"
"0,1632","0,2034"
"0,121","0,0226"
"0,316","0,1582"
"0,1992","0,0678"
"0,057","0,3732"
"0,1974","0,4384"
"0,1995","0,194"
"0,1089","0,3717"
"0,161","0,1374"
"0,0999","0,2196"
"0,15","0,5607"
"0,0218","0,4361"
"0,272","0,18"
"0,29","0,42"
"0,04","0,0643"
"0,1596","0,1878"
"0,1976","0,3756"
"0,273","0,4856"
"0,2316","0,1808"
"0,0478","0,0678"
"0,198","0,0226"
"0,0732","0,0226"
"0,382","0,1356"
"0,374","0,0904"
"0,1764","0,2034"
"0,0753","0,0678"
"0,1842","0,1582"
"0,3303","0,1582"
"0,396","0,3045"
"0,3132","0,605"
"0,1988","0,1368"
"0,234","0,5706"
"0,3888","0,1905"
"0,195","0,1887"
"0,024","0,5082"
"0,1392","0,76"
"0,2187","0,312"
"0,1596","0,546"
"0,2056","0,152"
"0,0822","0,152"
"0,1245","0,2868"
"0,0678","0,3465"
"0,2328","0,2034"
"0,1624","0,1356"
"0,1897","0,0904"
"0,2232","0,226"
"0,1105","0,1808"
"0,1864","0,113"
"0,0238","0,1808"
"0,2115","0,0452"
"0,176","0,1582"
"0,069","0,0452"
"0,0319","0,846"
"0,4368","0,0583"
"0,2856","0,4284"
"0,0762","0,0611"
"0,0438","0,5886"
"0,32","0,1292"
"0,1505","0,352"
"0,0592","0,4"
"0,308","0,1596"
"0,217","0,5586"
"0,237","0,2655"
"0,0268","0,531"
"0,1072","0,6195"
"0,132","0,5142"
"0,052","0,1808"
"0,1185","0,113"
"0,1604","0,0226"
"0,1955","0,1808"
"0,2385","0,113"
"0,2232","0,2034"
"0,27","0,2034"
"0,062","0,0678"
"0,2295","0,1356"
"0,0762","0,0226"
"0,0759","0,5648"
"0,294","0,5517"
"0,2136","0,3516"
"0,1896","0,2268"
"0,1835","0,2468"
"0,3528","0,3507"
"0,3878","0,1419"
"0,0252","0,6102"
"0,2","0,447"
"0,1888","0,447"
"0,1736","0,3088"
"0,215","0,1544"
"0,1792","0,5404"
"0,0255","0,5264"
"0,0741","0,2034"
"0,1808","0,0678"
"0,256","0,1808"
"0,272","0,1356"
"0,1554","0,1582"
"0,2176","0,1356"
"0,132","0,226"
"0,1526","0,1356"
"0,0448","0,226"
"0,1252","0,1582"
"0,0322","0,4375"
"0,1248","0,1653"
"0,0942","0,4216"
"0,1424","0,4347"
"0,077","0,4088"
"0,48","0,115"
"0,0482","0,1566"
"0,1572","0,119"
"0,292","0,5355"
"0,132","0,4522"
"0,2232","0,0646"
"0,0711","0,4176"
"0,357","0,0562"
"0,325","0,5058"
"0,1734","0,1356"
"0,1832","0,1356"
"0,0618","0,1582"
"0,2454","0,0678"
"0,309","0,113"
"0,11","0,1356"
"0,216","0,113"
"0,292","0,0226"
"0,285","0,0904"
"0,0825","0,0452"
"0,1645","0,3339"
"0,0858","0,2466"
"0,2086","0,0391"
"0,2286","0,19"
"0,2128","0,0435"
"0,0885","0,1248"
"0,0656","0,261"
"0,108","0,087"
"0,041","0,2844"
"0,1816","0,0494"
"0,0928","0,1976"
"0,065","0,406"
"0,334","0,2842"
"0,2268","0,2964"
"0,145","0,0452"
"0,0226","0,0678"
"0,0262","0,113"
"0,1542","0,0904"
"0,0816","0,0226"
"0,2691","0,2034"
"0,1452","0,1356"
"0,1232","0,0678"
"0,432","0,1582"
"0,2154","0,0678"
"0,0992","0,4151"
"0,0324","0,2356"
"0,3156","0,3745"
"0,03","0,0535"
"0,2484","0,3522"
"0,1014","0,2935"
"0,126","0,146"
"0,115","0,5496"
"0,189","0,4122"
"0,0289","0,331"
"0,0702","0,705"
"0,0896","0,511"
"0,1155","0,657"
"0,2136","0,274"
"0,3555","0,0678"
"0,18","0,0904"
"0,279","0,1582"
"0,055","0,0904"
"0,236","0,1356"
"0,1452","0,113"
"0,0223","0,1582"
"0,0693","0,113"
"0,3987","0,226"
"0,1614","0,0904"
"0,255","0,18"
"0,2115","0,3456"
"0,2569","0,537"
"0,3768","0,2604"
"0,1524","0,2952"
"0,3195","0,3297"
"0,1782","0,519"
"0,2296","0,06"
"0,0768","0,232"
"0,0768","0,58"
"0,1596","0,1887"
"0,0239","0,5032"
"0,3136","0,109"
"0,0582","0,327"
"0,263","0,1356"
"0,1638","0,1808"
"0,232","0,1356"
"0,1896","0,1808"
"0,2637","0,1808"
"0,1476","0,2034"
"0,2133","0,1582"
"0,112","0,226"
"0,1405","0,0678"
"0,0756","0,226"
"0,182","0,1408"
"0,125","0,2202"
"0,0699","0,2737"
"0,0508","0,3128"
"0,0825","0,294"
"0,27","0,1884"
"0,0246","0,0942"
"0,0741","0,0736"
"0,024","0,0388"
"0,142","0,1212"
"0,0688","0,1515"
"0,0837","0,2968"
"0,294","0,132"
"0,1716","0,222"
"0,1076","0,0904"
"0,0478","0,226"
"0,2184","0,1582"
"0,0592","0,0678"
"0,241","0,113"
"0,207","0,226"
"0,2088","0,226"
"0,1848","0,1582"
"0,22","0,0678"
"0,228","0,0904"
"0,1914","0,6687"
"0,539","0,307"
"0,617","0,0652"
"0,0906","0,652"
"0,153","0,1638"
"0,215","0,4248"
"0,415","0,6264"
"0,2149","0,828"
"0,0954","0,848"
"0,309","0,574"
"0,0293","0,5446"
"0,1792","0,5244"
"0,0468","0,7288"
"0,1215","0,911"
"0,2317","0,0678"
"0,2079","0,113"
"0,2439","0,0452"
"0,0708","0,1582"
"0,1729","0,0226"
"0,0246","0,0678"
"0,1989","0,226"
"0,0434","0,0452"
"0,0452","0,2034"
"0,0976","0,113"
"0,1155","0,4566"
"0,0726","0,634"
"0,321","0,218"
"0,4284","0,2544"
"0,0683","0,1435"
"0,3968","0,1078"
"0,135","0,695"
"0,1776","0,5584"
"0,1038","0,2704"
"0,2","0,1438"
"0,1275","0,518"
"0,0954","0,2067"
"0,248","0,142"
"0,0732","0,147"
"0,0245","0,1808"
"0,1816","0,226"
"0,0758","0,0452"
"0,192","0,113"
"0,1928","0,0904"
"0,0476","0,0452"
"0,0245","0,1808"
"0,0558","0,0904"
"0,0933","0,0226"
"0,152","0,226"
"0,0377","0,2247"
"0,2388","0,1887"
"0,0828","0,725"
"0,1824","0,456"
"0,2954","0,4686"
"0,0982","0,4928"
"0,3128","0,724"
"0,0747","0,7434"
"0,1897","0,7821"
"0,1883","0,5334"
"0,381","0,0807"
"0,0837","0,0807"
"0,0992","0,7839"
"0,168","0,085"
"0,1855","0,113"
"0,0232","0,0452"
"0,182","0,0226"
"0,0237","0,2034"
"0,1248","0,0904"
"0,0786","0,0226"
"0,1192","0,113"
"0,2002","0,0452"
"0,1926","0,1808"
"0,3033","0,226"
"0,4248","0,4305"
"0,044","0,0842"
"0,1788","0,4848"
"0,4059","0,0805"
"0,427","0,8109"
"0,216","0,5136"
"0,0275","0,3956"
"0,266","0,0948"
"0,0339","0,6054"
"0,1064","0,6054"
"0,141","0,8424"
"0,0944","0,5365"
"0,072","0,7511"
"0,0632","0,8748"
"0,512","0,1808"
"0,1575","0,0452"
"0,092","0,1808"
"0,2163","0,0678"
"0,135","0,1582"
"0,1883","0,0904"
"0,216","0,1808"
"0,2618","0,1808"
"0,2475","0,0226"
"0,0702","0,0904"
"0,039","0,42"
"0,1256","0,4125"
"0,0307","0,249"
"0,1645","0,0766"
"0,1376","0,3144"
"0,2808","0,0815"
"0,0268","0,1714"
"0,329","0,1606"
"0,252","0,4692"
"0,058","0,1678"
"0,1668","0,258"
"0,0741","0,792"
"0,108","0,792"
"0,2058","0,4165"
"0,231","0,0452"
"0,0426","0,2034"
"0,1896","0,0678"
"0,1484","0,0226"
"0,0708","0,1808"
"0,1632","0,226"
"0,0292","0,0226"
"0,0672","0,226"
"0,099","0,0226"
"0,1955","0,0904"
"0,4024","0,1424"
"0,252","0,177"
"0,0948","0,2271"
"0,144","0,2388"
"0,3423","0,1504"
"0,3375","0,152"
"0,0816","0,923"
"0,2007","0,5916"
"0,246","0,0986"
"0,2016","0,8082"
"0,075","0,439"
"0,2338","0,4515"
"0,0223","0,1892"
"0,2034","0,2898"
"0,273","0,2034"
"0,0246","0,113"
"0,1215","0,0678"
"0,1195","0,2034"
"0,0888","0,113"
"0,0956","0,0904"
"0,2416","0,0226"
"0,1902","0,2034"
"0,2478","0,226"
"0,084","0,0452"
"0,234","0,1168"
"0,523","0,3944"
"0,2305","0,2535"
"0,2037","0,3822"
"0,0271","0,3828"
"0,2619","0,3105"
"0,2079","0,3145"
"0,138","0,2612"
"0,1424","0,1734"
"0,1329","0,2312"
"0,0786","0,328"
"0,0231","0,6462"
"0,2216","0,256"
"0,3016","0,4298"
"0,224","0,0226"
"0,102","0,1808"
"0,256","0,113"
"0,2904","0,1582"
"0,0936","0,0452"
"0,1375","0,0904"
"0,0748","0,226"
"0,0343","0,2034"
"0,1998","0,0904"
"0,2312","0,226"
"0,2387","0,1972"
"0,301","0,3636"
"0,0966","0,7128"
"0,0433","0,5901"
"0,0253","0,2952"
"0,0329","0,5844"
"0,207","0,3744"
"0,3366","0,3828"
"0,3136","0,5352"
"0,427","0,376"
"0,1244","0,5796"
"0,1316","0,1016"
"0,0568","0,2066"
"0,1953","0,4"
"0,3492","0,1808"
"0,116","0,113"
"0,305","0,0678"
"0,0716","0,0904"
"0,2196","0,0226"
"0,1335","0,113"
"0,1585","0,226"
"0,044","0,0226"
"0,1778","0,0904"
"0,1565","0,0226"
"0,2064","0,0661"
"0,0397","0,3648"
"0,3736","0,42"
"0,2226","0,3024"
"0,1668","0,0482"
"0,344","0,4032"
"0,1512","0,3415"
"0,0966","0,2428"
"0,3699","0,607"
"0,1325","0,2556"
"0,22","0,6111"
"0,1888","0,4074"
"0,192","0,4914"
"0,1876","0,677"
"0,1992","0,0904"
"0,176","0,1582"
"0,1615","0,0226"
"0,3016","0,226"
"0,0452","0,0226"
"0,2233","0,226"
"0,1908","0,1582"
"0,2304","0,0678"
"0,2016","0,0678"
"0,1017","0,2034"
"0,1737","0,1701"
"0,236","0,571"
"0,036","0,5"
"0,0766","0,3768"
"0,0353","0,328"
"0,2457","0,4086"
"0,0939","0,0701"
"0,2511","0,1532"
"0,2547","0,3825"
"0,024","0,2295"
"0,222","0,79"
"0,0258","0,474"
"0,1596","0,711"
"0,108","0,1538"
"0,1968","0,113"
"0,1392","0,0452"
"0,0474","0,0678"
"0,1398","0,1808"
"0,144","0,113"
"0,0714","0,0452"
"0,2872","0,0904"
"0,0285","0,1356"
"0,0705","0,1356"
"0,0858","0,0226"
"0,1352","0,2665"
"0,2568","0,2958"
"0,1835","0,105"
"0,2429","0,2192"
"0,09","0,105"
"0,0978","0,2815"
"0,1052","0,5202"
"0,0276","0,3738"
"0,0498","0,0623"
"0,113","0,5607"
"0,0578","0,2432"
"0,0568","0,4864"
"0,0651","0,1304"
"0,084","0,4224"
"0,2036","0,2034"
"0,0723","0,1808"
"0,0315","0,0226"
"0,324","0,1808"
"0,0596","0,113"
"0,0912","0,2034"
"0,0526","0,226"
"0,3","0,0226"
"0,3552","0,0678"
"0,2484","0,0678"
"0,1072","0,4185"
"0,3879","0,5488"
"0,1815","0,279"
"0,0396","0,4228"
"0,0825","0,2956"
"0,0482","0,4266"
"0,0796","0,4104"
"0,232","0,6288"
"0,0705","0,4285"
"0,0956","0,6202"
"0,1974","0,428"
"0,214","0,7704"
"0,2196","0,3424"
"0,1335","0,6656"
"0,0506","0,1356"
"0,0452","0,0452"
"0,0282","0,2034"
"0,31","0,0678"
"0,0492","0,226"
"0,0271","0,0904"
"0,0741","0,0226"
"0,2142","0,113"
"0,1578","0,2034"
"0,2166","0,1808"
"0,1744","0,5139"
"0,2384","0,4626"
"0,0425","0,3703"
"0,033","0,0634"
"0,326","0,408"
"0,0295","0,6507"
"0,1314","0,383"
"0,1944","0,766"
"0,1776","0,149"
"0,0556","0,5068"
"0,264","0,666"
"0,1035","0,692"
"0,226","0,5808"
"0,0906","0,5967"
"0,3128","0,1808"
"0,0468","0,1808"
"0,0868","0,0678"
"0,0224","0,113"
"0,0265","0,1808"
"0,1032","0,0904"
"0,0478","0,0678"
"0,1729","0,1356"
"0,2232","0,0226"
"0,279","0,1582"
"0,027","0,6136"
"0,535","0,342"
"0,0978","0,553"
"0,2115","0,3522"
"0,2204","0,4851"
"0,0385","0,5544"
"0,0364","0,348"
"0,1872","0,5912"
"0,111","0,5558"
"0,0304","0,3176"
"0,081","0,397"
"0,0235","0,1674"
"0,0807","0,0765"
"0,1967","0,2295"
"0,0951","0,0226"
"0,046","0,113"
"0,3192","0,2034"
"0,2736","0,0226"
"0,3108","0,0904"
"0,2907","0,0226"
"0,231","0,2034"
"0,0705","0,1356"
"0,168","0,0678"
"0,1988","0,113"
"0,6352","0,8918"
"0,1446","0,669"
"0,381","1,0264"
"0,1576","1,014"
"0,2508","0,4468"
"0,1428","0,2692"
"0,0455","0,1365"
"0,273","1,3995"
"0,0254","0,4878"
"0,0568","1,2664"
"0,1757","1,1249"
"0,2079","1,155"
"0,1477","0,66"
"0,0494","0,165"
"0,2034","0,1582"
"0,217","0,1582"
"0,1326","0,1356"
"0,1795","0,0904"
"0,197","0,1356"
"0,1728","0,0226"
"0,1976","0,1582"
"0,1694","0,2034"
"0,1477","0,0452"
"0,3123","0,113"
"0,0933","0,94"
"0,1648","0,7552"
"0,0445","0,5733"
"0,0922","0,5535"
"0,5968","0,5868"
"0,1089","0,6128"
"0,0816","0,0938"
"0,1236","0,0993"
"0,1376","0,949"
"0,2121","0,2847"
"0,0669","0,5325"
"0,1326","0,213"
"0,0282","0,4044"
"0,3304","0,7512"
"0,3231","0,1808"
"0,0442","0,1808"
"0,1305","0,1582"
"0,1236","0,0904"
"0,358","0,0452"
"0,289","0,0452"
"0,129","0,1808"
"0,0234","0,1582"
"0,0359","0,0452"
"0,37","0,1356"
"0,0608","0,1312"
"0,1128","0,4362"
"0,1004","0,8055"
"0,0494","0,358"
"0,1684","0,7407"
"0,1588","0,45"
"0,184","0,75"
"0,0247","0,0814"
"0,1778","0,4375"
"0,168","0,5028"
"0,3318","0,1386"
"0,1236","0,2852"
"0,3015","0,3188"
"0,328","0,7173"
"0,135","0,0226"
"0,21","0,1356"
"0,1685","0,0452"
"0,2655","0,2034"
"0,1132","0,1356"
"0,1084","0,0904"
"0,0462","0,1582"
"0,0456","0,0452"
"0,2256","0,1582"
"0,0588","0,1356"
"0,259","0,59"
"0,378","0,4734"
"0,2478","0,2136"
"0,26","0,3582"
"0,0296","0,5877"
"0,437","0,448"
"0,037","0,56"
"0,3069","0,642"
"0,0255","0,5296"
"0,1124","0,4056"
"0,1235","0,0676"
"0,0888","0,2112"
"0,0831","0,0683"
"0,1252","0,3295"
"0,0275","0,0452"
"0,0456","0,1808"
"0,0311","0,2034"
"0,14","0,113"
"0,2716","0,0452"
"0,2992","0,2034"
"0,062","0,0226"
"0,1155","0,226"
"0,0828","0,0904"
"0,1212","0,0226"
"0,189","0,1594"
"0,2394","0,5872"
"0,1388","0,734"
"0,3168","0,66"
"0,343","0,564"
"0,1138","0,5013"
"0,0777","0,6246"
"0,1743","0,815"
"0,0466","0,668"
"0,0696","0,5166"
"0,1076","0,2523"
"0,2842","0,596"
"0,1494","0,447"
"0,1872","0,4305"
"0,128","0,1582"
"0,0687","0,226"
"0,0681","0,2034"
"0,0891","0,1582"
"0,2988","0,226"
"0,1172","0,0904"
"0,241","0,113"
"0,0798","0,0904"
"0,0283","0,1356"
"0,0987","0,1582"
"0,3303","0,216"
"0,327","0,4942"
"0,3312","0,2046"
"0,21","0,5688"
"0,209","0,691"
"0,1612","0,1953"
"0,252","0,4128"
"0,171","0,2972"
"0,1068","0,0772"
"0,0304","0,0702"
"0,1401","0,064"
"0,1344","0,4194"
"0,2107","0,2262"
"0,2664","0,511"
"0,1316","0,1582"
"0,1224","0,0904"
"0,1308","0,1356"
"0,3159","0,226"
"0,314","0,0678"
"0,1974","0,0226"
"0,0374","0,1356"
"0,2844","0,1582"
"0,1125","0,226"
"0,132","0,1582"
"0,1038","0,1446"
"0,2282","0,4005"
"0,1578","0,1356"
"0,442","0,1047"
"0,1953","0,26"
"0,0765","0,099"
"0,1912","0,0519"
"0,1422","0,1638"
